,owner,company,address,type,capacity_MW,approval_date,prep_time,note
2306,정광진 ,욕지풍력 ,"경남통영시욕지면동항리및서항리외항3km앞해상(34°39'55.98""N/128°7'40.21""E,34°39'46.28""N/128°8'17.78""E,34°39'31.33""N/128°8'52.12""E,34°39'11.86""N/128°9'21.50""E,34°38'47.30""N/128°9'46.48""E,34°38'19.30""N/128°10 '4.61""E,34°37'50.01""N/128°10'15.22""E,34°37'16.25""N/128°10'18.69""E,34°36'43.43""N/128°10'14.37""E,34°36'13.79""N/128°10'1.87""E,34°35'45.91""N/128°9'43.74""E,34°35'21.50""N/128°9'16.12""E,34°35'4.00""N/128°8'48.15""E,34°34'50.60""N/128°8'20.16""E,34°34'42.97""N/128°7'45.39""E,34°35'4.39""N/128°7'40.17""E,34°35'29.21""N/128°7'33.12""E,34°35'47.64""N128°7'9.72""E,34°36'3.47""N/128°7'36.26""E,34°36'32.33""N/128°7'28.97""E,34°37'0.51""N/128°7'2 7.03""E,34°37'27.45""N/128°7'37.35""E,34°38'15.27""N/128°7'7.66""E34°38'44.28""N/128°7'23.25""E,34°39'9.85""N/128°7'29.50""E,34°39'31.60""N/128°7'51.74""E)",풍력(해상) ,352.0 nan,2021-09-13 ,2022-12-31 ,주식취득  인가 
2307,,지앤디파워,"강원도  삼척시  하장면  어리  산137,  산138,  산139, 산142,  대전리  산26,  산31-1,  산34,    판문리  산120,  산147-2,  산158  일원",풍력,33.6,2021-09-13,2023-12-31,"용량변경,  사업준비기간연장"
2308,김성훈,횡계신재생발전,"강원도평창군대관령면횡계리산178,188-1,188-10,188-11,1-134",풍력,39.0,2021-09-13,2023-08-31,공급전압변경
2309,정광진 ,천지에너지 ,"전남  곡성군  죽곡면  신풍리  산5,  산1-1,  산1-3,  산69,  산21,  산22,  산23  봉정 리  산152,    산153-1,  산166,  산185,  산186,  산189, 산195",풍력 ,60.0 nan,2021-09-17 ,2023-12-31 ,대표자변경 
2310,조우진,영월에코윈드,"강원도  영월군  상동읍  구래리  산1-35번지,  산1-37번지  일원",풍력,42.0,2021-09-17,2021-12-31,소재지변경
2311,안영숙,더윈드파워,"경북  포항시  남구  대송면 산여리  산8,  산33-1",풍력,60.0,2021-09-17,2022-12-31,대표자변경
2312,최성권,해파랑에너지,"경북  영덕군  영해면  괴시리  산66-1,  산67-1,  산66-5",풍력,16.8,2021-09-17,2023-09-30,사업준비기간연장
2313,이종은,영덕그린에너지,경북  영덕군  지품면  삼화리  산155,바이오에너지【바이오매스(wood chip)】,9.9,2021-09-17,2022-10-31,사업준비기간연장
2314,변주섭 ,평화에너지 ,"강원도  양구군  방산면  건솔리  산1,  산5,  천미리  산1-1  산12,  산42,  송현리  산1,  산27,  고방산리    산1, 산3,  사태리  산1,  동면  비아리  산1,  산2,  산3,  월운 리  산1,  산2,  덕곡리  산1, 해안면  현리  산1,  오유리 산1-2번지    일원",풍력 ,90.0 nan,2021-09-17 ,2023-10-31 ,사업준비기간연장 
2315,박병일,영월그린에너지,"강원도  영월군  영월읍  팔괴리  1271,  1282,  1286번지",연 료 전 지(LNG),99.4,2021-09-17,2023-09-30,사업준비기간연장
2316,김학봉,케이제이그린에너지,경북  구미시  산동면  국가5산업단지(하이테크밸리)  내,연료전지,19.8,2021-09-17,2023-12-31,사업준비기간연장
2317,서진영 ,대한그린에너지 ,"전남영광군염산면두우리공유 수 면 일 원 ( N 3 5 ˚12'33.41""E126˚18'16.79"",       N 35˚12'41.81"" E 126˚18'21.78"",  N  35˚12'39.96"" E      126˚18'25.86"",  N  35˚12'36.04""  E  126˚18'42.65"", N    35˚12'35.43""  E  126˚18'50.81"",  N  35˚12'12.24""E 1 2 6 ˚ 1 8 ' 4 4 . 3 4 "" , N 3 5 ˚12'12.24""E126˚14'55.97"",   N  35˚13'51.17""  E      1126˚14'48.59"",  N   35˚ 13'12.03""  E  126˚17'55.00"", N  35˚13'05.38""  E    126˚17'57.65"",  N  35˚13'02.70"" E  126˚18'01.32"",   N  35˚12'43.68""  E  126˚17'58.35"", N    35˚12'40.89""  E  126˚17'56.27"",  N  35˚12'38.08"" E  126˚17'57.18"",      N  35˚12'35.96""  E  126˚18'00.30"", N  35˚12'33.40""  E    126˚18'14.74"")",풍력 ,49.8 nan,2021-09-17 ,2023-09-30 ,"사업준비기간연장,  대표자변경 "
2318,이점영,씨더블유엔알이,"전남영광군낙월면송이리,염산 면 두 우 리 공 유 수 면 일 원( N 3 5 ˚ 1 6 ' 5 3 . 1 0 "" E 1 2 6 ˚16'25.95“, N 3 5 ˚ 1 4 ' 5 1 . 3 6 "" E 1 2 6 ˚1 6 ' 2 7 . 0 3 "", N 3 5 ˚1 4 ' 4 8 . 9 6 "" E 1 2 6 ˚1 0 ' 1 3 . 0 0 "", N 3 5 ˚16'50.69""E126˚10'11.76"")",풍력,151.2,2021-09-17,2023-09-30,사업준비기간연장
2319,"정현철,정성원",빛고을운정태양광발전소,"광주시  북구  운정동  627번지외  5필지(619,  658, 701-1,  701-3,  701-4  번지)",태양광,7.8,2021-09-23,2022-12-31,사업장소  조정
2320,"정현철,정성원",빛고을운정태양광발전소,"광주시  북구  운정동  627번지외  4필지(619,  658, 701-1,  701-3번지)",태양광,7.8,2021-09-23,2022-12-31,사업장소  조정
2321,김승경,제이에스파워,전남  신안군  하의면  후광3리(장병도)  산50번지  일원,풍력,32.0,2021-09-29,2023-10-31,사업준비기간연장
2322,천동철,대사리풍력,전남  무안군  해제면  대사리  산3번지  일원,풍력,14.4,2021-09-29,2023-10-31,사업준비기간연장
2323,차태병,신안증도태양광,전남  신안군  증도면  대초리  1671번지  외  47필지,태양광,95.68,2021-09-29,2023-12-31,사업준비기간연장
2324,김정영,와이에스에너지,경기도  양주시  남면  현석로785번길  207,신 재 생(SRF),5.0,2021-09-30,2023-09-30,사업준비기간연장
2325,권오철,태백가덕산풍력발전,"강원도  태백시  하사미동 산195-1,  조탄동  산55  일원",풍력,36.0,2021-09-30,2023-05-31,대표자변경
2326,권오철,태백가덕산풍력발전,"강원도  태백시  원동  산97, 산13-1일원",풍력,28.8,2021-09-30,2022-12-31,대표자변경
2327,이종조 ,에너지코 ,"전북군산시옥구읍어은리1550,1550-1,1550-2,1551,1552,1566,1567,1568,1573-6, ,  1573-119,1573-16,1573-136                1573-26,   1573-35,1575",태양광 ,30.0 nan,2021-10-14 ,2022-10-31 ,사업준비기간연장 nan
2328,유향열 ,한국남동발전 ,"인천시  중구  용유동(용유무의동)  남서측 인근  공유수면(37°24‘33.45""N126°14‘18.19""E37°24‘52.16""N126°14‘52.62""E37°25‘10.87""N126°15‘27.06""E37°25‘29.58""N126°16‘01.51""E37°25‘48.29""N126°16‘35.96""E37°26‘06.99""N126°17 ‘10.41""E37°26‘25.69""N126°17‘44.87""E37°23‘45.64""N126°14‘33.82""E37°24‘04.35""N126°15‘08.25""E37°24‘23.06""N126°15‘42.68""E37°24‘41.76""N126°16‘17.12""E37°25‘00.47""N126°16‘51.57""E37°25‘19.17""N126°17‘26.02""E37°25‘37.87""N126°18‘00.47""E37°25‘56.57""N126°18‘34.93""E37°22‘57.82""N126°14‘49.44""E 37°23‘16.53""N126°15‘23.86""E37°23‘35.24""N126°15‘58.29""E37°23‘53.95""N126°16‘32.73""E37°24‘12.65""N126°17‘07.17""E37°24‘31.35""N126°17‘41.61""E37°24‘50.05""N126°18‘16.06""E37°25‘08.74""N126°18‘50.52""E37°25‘27.44""N126°19‘24.98""E37°22‘28.72""N126°15‘39.47""E37°22‘47.43""N126°16‘13.90""E37°23‘0 6.13""N126°16‘48.33""E37°23‘24.83""N126°17‘22.76""E37°23‘43.53""N126°17‘57.20""E37°24‘02.23""N126°18‘31.65""E37°24‘20.92""N126°19‘06.10""E37°24‘39.61""N126°19‘40.55""E37°21‘40.90""N126°15‘55.07""E37°21‘59.61""N126°16‘29.49""E37°22‘18.31""N126°17‘03.92""E37°22‘37.01""N126°17‘38.35""E37°22‘55.71""N126 °18‘12.79""E37°23‘14.40""N126°18‘47.23""E37°23‘33.10""N126°19‘21.67""E37°23‘51.79""N126°19‘56.12""E)",풍 력 ( 해상) ,320.0 nan,2021-10-18 ,2025-05-31 ,nan nan
2329,백정수 ,가사도해상풍력 ,"전남  진도군  조도면 가사도리  공유수면( 34°30'39.00""N126° 2'10.06""3 4 ° 3 0 ' 3 7 . 5 1 "" N 1 2 5 ° 5 9 ' 5 7 . 1 5 "" E 34°30'9.98""N125°59'23.88""34°28'48.67""N125°58'55.38""E 34°27'51.78""N125°59'58.88""34°27'52.26""N126° 1'5.25""E34°28'20.17""N126° 1'38.62""E  34°29'15.94""N126° 1'37.56""E 34°29'15.09""N126° 2'10.60""E)",E  풍 력 ( 해상)E E,296.0 nan,2021-10-18 ,2024-05-31 ,nan 
2330,양승군,울산에코에너지,울산  울주군  청량읍 상개로 63-76,연 료 전지(LNG),19.8,2021-10-18,2023-10-31,
2331,문감사,상아대성연료전지,경북  안동시  상아동 산3-3,연 료 전지(LNG),19.8,2021-10-18,2023-12-31,
2332,이상득,지앤이윈드파워,"경북  의성군  옥산면 금봉리  산13,  산20, 산22",풍력,18.0,2021-10-18,2024-09-30,
2333,신상일 ,비에스에너지 ,"강원도 삼척시 원덕읍 기 곡리 산170번지, 이천리 산322",풍력 ,71.5 nan,2021-10-18 ,2022-12-31 ,"용량변경,지번추가 "
2334,최종성,속사풍력발전,"강원도 평창군 진부면 상월오개리 산97-1,용평면 속사리  산188, 이목정리 산30",풍력,40.0,2021-10-18,2024-02-29,양수인가
2335,김재윤,코포스,"강원도 삼척시 도계읍 상덕리 산1, 구사리 산51, 산26, 심포리 산113-1번지 일원",풍력,39.6,2021-10-18,2022-12-31,양수인가
2336,최재서,양양풍력발전,"강원도 양양군 현남면 상월천리 산1-1,현북면 어성전리 산2번지 일원",풍력,4.2,2021-10-18,2022-11-30,"양수인가,용량감소"
2337,곽대근,영덕동대산풍력발전,경북  영덕군  남정면 사암리 산62-2번지 일원,풍력,27.0,2021-10-18,2022-02-28,"주식취득인가,발전소명변경,용량병경,공급전압변경,사업장소변경,상호변경,대표자변경"
2338,이승우 ,한국남부발전 ,"제주도  서귀포시  표선면 가시리 3604 등 9개필지(3649, 3646, 3645,  3644,  3652-1,  3652-2, 3652-3, 3668-1)",태양광 ,14.911 nan,2021-10-18 ,2023-12-31 ,
2339,강태훈,(유)금덕,전남  여수시  율촌면 신풍리 5-5번지,연료전지,19.8,2021-10-18,2024-01-31,
2340,강태훈,(유)금덕,전남  여수시  율촌면 신풍리 5-6번지,연료전지,19.8,2021-10-18,2024-01-31,
2341,정유일,하이영암,전남  영암군  삼호읍 난전리 1689-3,연료전지,19.8,2021-10-18,2023-09-30,
2342,박용상,엘에스일렉트릭,대구광역시 달서구 달서대로210(대천동774) 일원,연 료 전지(LNG),19.8,2021-10-18,2023-10-30,
2343,박인호,밀양수소발전,경남 밀양시 하남읍 양동리 834-1,연료전지(LNG),19.8,2021-10-18,2021-12-31,전압변경
2344,구태고,부산도시가스,부산광역시 강서구 명지동 3043일원(부산 에코델타시티  집단에너지부지 내),연료전지(LNG),20.24,2021-10-18,2025-10-01,
2345,조재민,포천민자발전,경기도 포천시 신북면 계류리 일원,LNG(GT/ST),960.4,2021-10-18,2017-02-28,사업준비기간연장
2346,박경일,에스케이에코플랜트,"울산시북구정자항앞공유수면(A.35.64746502,129.4719094B.35.63424621,129.5507686C.35.60741468,129.5505846D.35.60774963,129.4716405)",풍력,136.0,2021-10-27,2024-12-31,상호  및  대표자변경
2347,이상학,영동발전,경남 통영시 욕지면 동항리 산6-1번지 앞 공유수면,풍력,9.9,2021-10-27,2022-12-31,대표자변경
2348,신승정,신월성풍력,경북 경주시 감포읍 대본리 산113번지 일원,풍력,12.5,2021-10-28,2023-12-31,사업준비기간연장
2349,함스테판윤성,에스케이디앤디,경북 영양군 청기면 구매리 일원,풍력,80.0,2021-10-28,2023-11-30,사업준비기간  연장
2350,이동년,김천행복연료전지,경북 김천시 대광동 797번지 일대,신재생(연료전지),17.5,2021-10-28,2024-10-31,사업준비기간연장
2351,이상학,영동발전,강원도 고성군 토성면 원암리 427-1,풍력,5.0,2021-10-28,2021-12-31,사업준비기간연장
2352,이상학,영동발전,강원도 정선군 임계면 가목리 산8-1,풍력,5.0,2021-10-28,2021-12-31,사업준비기간연장
2353,장경환,청송면봉산풍력,경북 청송군 현서면 무계리 산11번지 일원,풍력,79.8,2021-10-28,2023-12-31,사업준비기간  연장
2354,한태식 ,파인드그린 ,"경북 경주시 감포읍 오류 리 산 320번지 외 4필지(산 41, 산 52-1, 산 236-4,산 243-2)",풍력 ,92.4 nan,2021-10-28 ,2023-11-30 ,사업준비기간연장 
2355,김회천 ,한국남동발전 ,"인천시  중구  용유동(용유무의동)  남서측 인근  공유수면(37°24‘33.45""N126°14‘18.19""E37°24‘52.16""N126°14‘52.62""E37°25‘10.87""N126°15‘27.06""E37°25‘29.58""N126°16‘01.51""E37°25‘48.29""N126°16‘35.96""E37°26‘06.99""N126°17‘10.41""E37°26‘25.69""N126°17‘44.87""E 37°23‘45.64""N126°14‘33.82""E37°24‘04.35""N126°15‘08.25""E37°24‘23.06""N126°15‘42.68""E37°24‘41.76""N126°16‘17.12""E37°25‘00.47""N126°16‘51.57""E37°25‘19.17""N126°17‘26.02""E37°25‘37.87""N126°18‘00.47""E37°25‘56.57""N126°18‘34.93""E37°22‘57.82""N126°14‘49.44""E37°23‘16.53""N126°15‘23.86""E37°23‘3 5.24""N126°15‘58.29""E37°23‘53.95""N126°16‘32.73""E37°24‘12.65""N126°17‘07.17""E37°24‘31.35""N126°17‘41.61""E37°24‘50.05""N126°18‘16.06""E37°25‘08.74""N126°18‘50.52""E37°25‘27.44""N126°19‘24.98""E37°22‘28.72""N126°15‘39.47""E37°22‘47.43""N126°16‘13.90""E37°23‘06.13""N126°16‘48.33""E37°23‘24.83""N126 °17‘22.76""E37°23‘43.53""N126°17‘57.20""E37°24‘02.23""N126°18‘31.65""E37°24‘20.92""N126°19‘06.10""E37°24‘39.61""N126°19‘40.55""E37°21‘40.90""N126°15‘55.07""E37°21‘59.61""N126°16‘29.49""E37°22‘18.31""N126°17‘03.92""E37°22‘37.01""N126°17‘38.35""E37°22‘55.71""N126°18‘12.79""E37°23‘14.40""N126°18‘47 .23""E37°23‘33.10""N126°19‘21.67""E37°23‘51.79""N126°19‘56.12""E)",풍 력 ( 해상) ,320.0 nan,2021-11-02 ,2025-05-31 ,대표자변경 
2356,조홍렬,장흥그린에너지,"전남  장흥군  장흥읍  삼산리  758,759",신재생바이오매스우드칩,29.9,2021-10-27,2024-08-31,사업준비기간  연장
2357,이인규,영산강발전일,전남  나주시  영산동  664-1번지  등  영산강  저류지,태양광,10.0,2021-11-08,2022-05-31,사업준비기간  연장
2358,이인규,영산강발전이,전남  나주시  영산동  664-1번지  등  영산강  저류지,태양광,10.0,2021-11-08,2022-05-31,사업준비기간  연장
2359,이인규,영산강발전삼,전남  나주시  영산동  664-1번지  등  영산강  저류지,태양광,5.0,2021-11-08,2022-05-31,사업준비기간  연장
2360,이인규,영산강발전사,전남  나주시  영산동  664-1번지  등  영산강  저류지,태양광,5.0,2021-11-08,2022-05-31,사업준비기간  연장
2361,박병남,평동하이에너지,광주시  광산구  평동산단  1번로  121(장록동),연 료 전 지(NG),50.0,2021-11-10,2022-04-30,사업준비기간  연장
2362,김상우 ,디엘에너지 ,"전남  여수시  남면  금오도 인근  해상(공유수면)34° 27'    37.27""  N  127°  46' 21.03""  E  34°  27'  35.25"" N  127°  45'    21.64""  E  34° 27'  57.18""  N  127°  44' 13.55""  E  34°  28'    32.22"" N  127°  43'  28.64""  E  34° 28'  56.00""  N  127°  42'   40.17""  E  34°  29'  28.52"" N  127°  42'  26.66""  E  34° 30'    02.79""  N  127°  42' 21.72""  E  34°  30'  37.09"" N  127°  42'    25.63""  E  34° 31'  14.26""  N  127°  42' 40.69""  E",풍력(해상) ,152.0 nan,2021-11-30 ,2025-09-30 ,nan
2363,자크에티엔질엠마누엘미쉘 ,동해부유식해상풍력발전 ,울산시  울산항  동측  58km 앞  공유수면(WTG.01 (35°24′48.42″N  130°2′57.08″E)  /    WTG.07 (35°25′14.41″N  129°56′52.73″E)  WTG.20  (35°26′53.89″N  129°57′2.38″E)  /   WTG.25  (35°27′39.29″N 129°58′7.98″E)  WTG.21 (35°27′21.99″N  130°2′11.03″E)  /    WTG.14 (35°26′27.91″N  130°3′6.90″E)),풍력(해상) ,200.0 nan,2021-11-30 ,2025-07-31 ,nan 
2364,송상호,태안그린에너지,"충남  태안군  고남면  장곡리  783-1외  6필지,  안면읍 중장리  2300-1외  13필지",태양광,40.0,2021-11-30,2023-07-31,
2365,"이상진,차이우장",씨지앤대산전력,충남  서산시  대산읍  독곶 2로  50,LNG  복합화력,512.0,2021-11-30,2026-12-31,
2366,김회천,한국남동발전,경남  고성군  하이면  덕호리  889-6,액화천연가스(LNG),1120.0,2021-11-30,2026-10-31,
2367,이재규,태영건설,전북  전주시  완산구  삼산길  51-70,"연료전지(바이오가스,  LNG)",19.64,2021-11-30,2023-12-31,
2368,이지영,송산그린에너지,"경기  화성시  송산면  사강리  256-2,  256-11",연료전지(LNG),19.8,2021-11-30,2023-10-31,
